,netcp,"NETscout\ Control\ Protocol",395,N
,netware-ip,"Novell\ Netware\ over\ IP",396,N
,netware-ip,"Novell\ Netware\ over\ IP",396,N
,mptn,"Multi\ Protocol\ Trans\ Net",397,N
,mptn,"Multi\ Protocol\ Trans\ Net",397,N
,kryptolan,Kryptolan,398,N
,kryptolan,Kryptolan,398,N
,iso-tsap-c2,"ISO\ Transport\ Class\ 2\ Non\-Control\ over\ TCP",399,N
,iso-tsap-c2,"ISO\ Transport\ Class\ 2\ Non\-Control\ over\ UDP",399,N
,osb-sd,"Oracle\ Secure\ Backup",400,N
,osb-sd,"Oracle\ Secure\ Backup",400,N
,ups,"Uninterruptible\ Power\ Supply",401,N
,ups,"Uninterruptible\ Power\ Supply",401,N
,genie,"Genie\ Protocol",402,N
,genie,"Genie\ Protocol",402,N
,decap,decap,403,N
,decap,decap,403,N
,nced,nced,404,N
,nced,nced,404,N
,ncld,ncld,405,N
,ncld,ncld,405,N
,imsp,"Interactive\ Mail\ Support\ Protocol",406,N
,imsp,"Interactive\ Mail\ Support\ Protocol",406,N
,timbuktu,Timbuktu,407,N
,timbuktu,Timbuktu,407,N
,prm-sm,"Prospero\ Resource\ Manager\ Sys\ Man",408,N
,prm-sm,"Prospero\ Resource\ Manager\ Sys\ Man",408,N
,prm-nm,"Prospero\ Resource\ Manager\ Node\ Man",409,N
,prm-nm,"Prospero\ Resource\ Manager\ Node\ Man",409,N
,decladebug,"DECLadebug\ Remote\ Debug\ Protocol",410,N
,decladebug,"DECLadebug\ Remote\ Debug\ Protocol",410,N
,rmt,"Remote\ MT\ Protocol",411,N
,rmt,"Remote\ MT\ Protocol",411,N
,synoptics-trap,"Trap\ Convention\ Port",412,N
,synoptics-trap,"Trap\ Convention\ Port",412,N
,smsp,"Storage\ Management\ Services\ Protocol",413,N
,smsp,"Storage\ Management\ Services\ Protocol",413,N
,infoseek,InfoSeek,414,N
,infoseek,InfoSeek,414,N
,bnet,BNet,415,N
,bnet,BNet,415,N
,silverplatter,Silverplatter,416,N
,silverplatter,Silverplatter,416,N
,onmux,Onmux,417,N
,onmux,Onmux,417,N
,hyper-g,Hyper\-G,418,N
,hyper-g,Hyper\-G,418,N
,ariel1,"Ariel\ 1",419,N
,ariel1,"Ariel\ 1",419,N
,smpte,SMPTE,420,N
,smpte,SMPTE,420,N
,ariel2,"Ariel\ 2",421,N
,ariel2,"Ariel\ 2",421,N
,ariel3,"Ariel\ 3",422,N
,ariel3,"Ariel\ 3",422,N
,opc-job-start,"IBM\ Operations\ Planning\ and\ Control\ Start",423,N
,opc-job-start,"IBM\ Operations\ Planning\ and\ Control\ Start",423,N
,opc-job-track,"IBM\ Operations\ Planning\ and\ Control\ Track",424,N
,opc-job-track,"IBM\ Operations\ Planning\ and\ Control\ Track",424,N
,icad-el,ICAD,425,N
,icad-el,ICAD,425,N
,smartsdp,smartsdp,426,N
,smartsdp,smartsdp,426,N
,svrloc,"Server\ Location",427,N
,svrloc,"Server\ Location",427,N
,ocs_cmu,OCS_CMU,428,N
,ocs_cmu,OCS_CMU,428,N
,ocs_amu,OCS_AMU,429,N
,ocs_amu,OCS_AMU,429,N
,utmpsd,UTMPSD,430,N
,utmpsd,UTMPSD,430,N
,utmpcd,UTMPCD,431,N
,utmpcd,UTMPCD,431,N
,iasd,IASD,432,N
,iasd,IASD,432,N
,nnsp,NNSP,433,N
,nnsp,NNSP,433,N
,mobileip-agent,MobileIP\-Agent,434,N
,mobileip-agent,MobileIP\-Agent,434,N
,mobilip-mn,MobilIP\-MN,435,N
,mobilip-mn,MobilIP\-MN,435,N
,dna-cml,DNA\-CML,436,N
,dna-cml,DNA\-CML,436,N
,comscm,comscm,437,N
,comscm,comscm,437,N
,dsfgw,dsfgw,438,N
,dsfgw,dsfgw,438,N
,dasp,"dasp\ Thomas\ Obermair",439,N
,dasp,"dasp\ tommyinlabmeunetde",439,N
,sgcp,sgcp,440,N
,sgcp,sgcp,440,N
,decvms-sysmgt,decvms\-sysmgt,441,N
,decvms-sysmgt,decvms\-sysmgt,441,N
,cvc_hostd,cvc_hostd,442,N
,cvc_hostd,cvc_hostd,442,N
,https,"http\ protocol\ over\ TLSSSL",443,N
,https,"http\ protocol\ over\ TLSSSL",443,N
,snpp,"Simple\ Network\ Paging\ Protocol",444,N
,snpp,"Simple\ Network\ Paging\ Protocol",444,N
,microsoft-ds,Microsoft\-DS,445,N
,microsoft-ds,Microsoft\-DS,445,N
,ddm-rdb,"DDM\-Remote\ Relational\ Database\ Access",446,N
,ddm-rdb,"DDM\-Remote\ Relational\ Database\ Access",446,N
,ddm-dfm,"DDM\-Distributed\ File\ Management",447,N
,ddm-dfm,"DDM\-Distributed\ File\ Management",447,N
,ddm-ssl,"DDM\-Remote\ DB\ Access\ Using\ Secure\ Sockets",448,N
,ddm-ssl,"DDM\-Remote\ DB\ Access\ Using\ Secure\ Sockets",448,N
,as-servermap,"AS\ Server\ Mapper",449,N
,as-servermap,"AS\ Server\ Mapper",449,N
,tserver,"Computer\ Supported\ Telecomunication\ Applications",450,N
,tserver,"Computer\ Supported\ Telecomunication\ Applications",450,N
,sfs-smp-net,"Cray\ Network\ Semaphore\ server",451,N
,sfs-smp-net,"Cray\ Network\ Semaphore\ server",451,N
,sfs-config,"Cray\ SFS\ config\ server",452,N
,sfs-config,"Cray\ SFS\ config\ server",452,N
,creativeserver,CreativeServer,453,N
,creativeserver,CreativeServer,453,N
,contentserver,ContentServer,454,N
,contentserver,ContentServer,454,N
,creativepartnr,CreativePartnr,455,N
,creativepartnr,CreativePartnr,455,N
,macon-tcp,macon\-tcp,456,N
,macon-udp,macon\-udp,456,N
,scohelp,scohelp,457,N
,scohelp,scohelp,457,N
,appleqtc,"apple\ quick\ time",458,N
,appleqtc,"apple\ quick\ time",458,N
,ampr-rcmd,ampr\-rcmd,459,N
,ampr-rcmd,ampr\-rcmd,459,N
,skronk,skronk,460,N
,skronk,skronk,460,N
,datasurfsrv,DataRampSrv,461,N
,datasurfsrv,DataRampSrv,461,N
,datasurfsrvsec,DataRampSrvSec,462,N
,datasurfsrvsec,DataRampSrvSec,462,N
,alpes,alpes,463,N
,alpes,alpes,463,N
,kpasswd,kpasswd,464,N
,kpasswd,kpasswd,464,N
,urd,"URL\ Rendesvous\ Directory\ for\ SSM",465,N
,igmpv3lite,"IGMP\ over\ UDP\ for\ SSM",465,N
,digital-vrc,digital\-vrc,466,N
,digital-vrc,digital\-vrc,466,N
,mylex-mapd,mylex\-mapd,467,N
,mylex-mapd,mylex\-mapd,467,N
,photuris,proturis,468,N
,photuris,proturis,468,N
,rcp,"Radio\ Control\ Protocol",469,N
,rcp,"Radio\ Control\ Protocol",469,N
,scx-proxy,scx\-proxy,470,N
,scx-proxy,scx\-proxy,470,N
,mondex,Mondex,471,N
,mondex,Mondex,471,N
,ljk-login,ljk\-login,472,N
,ljk-login,ljk\-login,472,N
,hybrid-pop,hybrid\-pop,473,N
,hybrid-pop,hybrid\-pop,473,N
,tn-tl-w1,tn\-tl\-w1,474,N
,tn-tl-w2,tn\-tl\-w2,474,N
,tcpnethaspsrv,tcpnethaspsrv,475,N
,tcpnethaspsrv,tcpnethaspsrv,475,N
,tn-tl-fd1,tn\-tl\-fd1,476,N
,tn-tl-fd1,tn\-tl\-fd1,476,N
,ss7ns,ss7ns,477,N
,ss7ns,ss7ns,477,N
,spsc,spsc,478,N
,spsc,spsc,478,N
,iafserver,iafserver,479,N
,iafserver,iafserver,479,N
,iafdbase,iafdbase,480,N
,iafdbase,iafdbase,480,N
,ph,"Ph\ service",481,N
,ph,"Ph\ service",481,N
,bgs-nsi,bgs\-nsi,482,N
,bgs-nsi,bgs\-nsi,482,N
,ulpnet,ulpnet,483,N
,ulpnet,ulpnet,483,N
,integra-sme,"Integra\ Software\ Management\ Environment",484,N
,integra-sme,"Integra\ Software\ Management\ Environment",484,N
,powerburst,"Air\ Soft\ Power\ Burst",485,N
,powerburst,"Air\ Soft\ Power\ Burst",485,N
,avian,avian,486,N
,avian,avian,486,N
,saft,"saft\ Simple\ Asynchronous\ File\ Transfer",487,N
,saft,"saft\ Simple\ Asynchronous\ File\ Transfer",487,N
,gss-http,gss\-http,488,N
,gss-http,gss\-http,488,N
,nest-protocol,nest\-protocol,489,N
,nest-protocol,nest\-protocol,489,N
,micom-pfs,micom\-pfs,490,N
,micom-pfs,micom\-pfs,490,N
,go-login,go\-login,491,N
,go-login,go\-login,491,N
,ticf-1,"Transport\ Independent\ Convergence\ for\ FNA",492,N
,ticf-1,"Transport\ Independent\ Convergence\ for\ FNA",492,N
,ticf-2,"Transport\ Independent\ Convergence\ for\ FNA",493,N
,ticf-2,"Transport\ Independent\ Convergence\ for\ FNA",493,N
,pov-ray,POV\-Ray,494,N
,pov-ray,POV\-Ray,494,N
,intecourier,intecourier,495,N
,intecourier,intecourier,495,N
,pim-rp-disc,PIM\-RP\-DISC,496,N
,pim-rp-disc,PIM\-RP\-DISC,496,N
,dantz,dantz,497,N
,dantz,dantz,497,N
,siam,siam,498,N
,siam,siam,498,N
,iso-ill,"ISO\ ILL\ Protocol",499,N
,iso-ill,"ISO\ ILL\ Protocol",499,N
,isakmp,isakmp,500,N
,isakmp,isakmp,500,N
,stmf,STMF,501,N
,stmf,STMF,501,N
,asa-appl-proto,asa\-appl\-proto,502,N
,asa-appl-proto,asa\-appl\-proto,502,N
,intrinsa,Intrinsa,503,N
,intrinsa,Intrinsa,503,N
,citadel,citadel,504,N
,citadel,citadel,504,N
,mailbox-lm,mailbox\-lm,505,N
,mailbox-lm,mailbox\-lm,505,N
,ohimsrv,ohimsrv,506,N
,ohimsrv,ohimsrv,506,N
,crs,crs,507,N
,crs,crs,507,N
,xvttp,xvttp,508,N
,xvttp,xvttp,508,N
,snare,snare,509,N
,snare,snare,509,N
,fcp,"FirstClass\ Protocol",510,N
,fcp,"FirstClass\ Protocol",510,N
,passgo,PassGo,511,N
,passgo,PassGo,511,N
,exec,"remote\ process\ execution",512,N
,comsat,,512,N
,biff,"used\ by\ mail\ system\ to\ notify\ users",512,N
,login,"remote\ login\ a\ la\ telnet",513,N
,who,"maintains\ data\ bases\ showing\ whos",513,N
,shell,cmd,514,N
,syslog,,514,N
,printer,spooler,515,N
,printer,spooler,515,N
,videotex,videotex,516,N
,videotex,videotex,516,N
,talk,"like\ tenex\ link\ but\ across",517,N
,talk,"like\ tenex\ link\ but\ across",517,N
,ntalk,,518,N
,ntalk,,518,N
,utime,unixtime,519,N
,utime,unixtime,519,N
,efs,"extended\ file\ name\ server",520,N
,router,"local\ routing\ process\ on\ site",520,N
,ripng,ripng,521,N
,ripng,ripng,521,N
,ulp,ULP,522,N
,ulp,ULP,522,N
,ibm-db2,IBM\-DB2,523,N
,ibm-db2,IBM\-DB2,523,N
,ncp,NCP,524,N
,ncp,NCP,524,N
,timed,timeserver,525,N
,timed,timeserver,525,N
,tempo,newdate,526,N
,tempo,newdate,526,N
,stx,"Stock\ IXChange",527,N
,stx,"Stock\ IXChange",527,N
,custix,"Customer\ IXChange",528,N
,custix,"Customer\ IXChange",528,N
,irc-serv,IRC\-SERV,529,N
,irc-serv,IRC\-SERV,529,N
,courier,rpc,530,N
,courier,rpc,530,N
,conference,chat,531,N
,conference,chat,531,N
,netnews,readnews,532,N
,netnews,readnews,532,N
,netwall,"for\ emergency\ broadcasts",533,N
,netwall,"for\ emergency\ broadcasts",533,N
,windream,"windream\ Admin",534,N
,windream,"windream\ Admin",534,N
,iiop,iiop,535,N
,iiop,iiop,535,N
,opalis-rdv,opalis\-rdv,536,N
,opalis-rdv,opalis\-rdv,536,N
,nmsp,"Networked\ Media\ Streaming\ Protocol",537,N
,nmsp,"Networked\ Media\ Streaming\ Protocol",537,N
,gdomap,gdomap,538,N
,gdomap,gdomap,538,N
,apertus-ldp,"Apertus\ Technologies\ Load\ Determination",539,N
,apertus-ldp,"Apertus\ Technologies\ Load\ Determination",539,N
,uucp,uucpd,540,N
,uucp,uucpd,540,N
,uucp-rlogin,uucp\-rlogin,541,N
,uucp-rlogin,uucp\-rlogin,541,N
,commerce,commerce,542,N
,commerce,commerce,542,N
,klogin,,543,N
,klogin,,543,N
,kshell,krcmd,544,N
,kshell,krcmd,544,N
,appleqtcsrvr,appleqtcsrvr,545,N
,appleqtcsrvr,appleqtcsrvr,545,N
,dhcpv6-client,"DHCPv6\ Client",546,N
,dhcpv6-client,"DHCPv6\ Client",546,N
,dhcpv6-server,"DHCPv6\ Server",547,N
,dhcpv6-server,"DHCPv6\ Server",547,N
,afpovertcp,"AFP\ over\ TCP",548,N
,afpovertcp,"AFP\ over\ TCP",548,N
,idfp,IDFP,549,N
,idfp,IDFP,549,N
,new-rwho,new\-who,550,N
,new-rwho,new\-who,550,N
,cybercash,cybercash,551,N
,cybercash,cybercash,551,N
,devshr-nts,DeviceShare,552,N
,devshr-nts,DeviceShare,552,N
,pirp,pirp,553,N
,pirp,pirp,553,N
,rtsp,"Real\ Time\ Streaming\ Protocol\ RTSP",554,N
,rtsp,"Real\ Time\ Streaming\ Protocol\ RTSP",554,N
,dsf,,555,N
,dsf,,555,N
,remotefs,"rfs\ server",556,N
,remotefs,"rfs\ server",556,N
,openvms-sysipc,openvms\-sysipc,557,N
,openvms-sysipc,openvms\-sysipc,557,N
,sdnskmp,SDNSKMP,558,N
,sdnskmp,SDNSKMP,558,N
,teedtap,TEEDTAP,559,N
,teedtap,TEEDTAP,559,N
,rmonitor,rmonitord,560,N
,rmonitor,rmonitord,560,N
,monitor,,561,N
,monitor,,561,N
,chshell,chcmd,562,N
,chshell,chcmd,562,N
,nntps,"nntp\ protocol\ over\ TLSSSL\ was\ snntp",563,N
,nntps,"nntp\ protocol\ over\ TLSSSL\ was\ snntp",563,N
,9pfs,"plan\ 9\ file\ service",564,N
,9pfs,"plan\ 9\ file\ service",564,N
,whoami,whoami,565,N
,whoami,whoami,565,N
,streettalk,streettalk,566,N
,streettalk,streettalk,566,N
,banyan-rpc,banyan\-rpc,567,N
,banyan-rpc,banyan\-rpc,567,N
,ms-shuttle,"microsoft\ shuttle",568,N
,ms-shuttle,"microsoft\ shuttle",568,N
,ms-rome,"microsoft\ rome",569,N
,ms-rome,"microsoft\ rome",569,N
,meter,demon,570,N
,meter,demon,570,N
,meter,udemon,571,N
,meter,udemon,571,N
,sonar,sonar,572,N
,sonar,sonar,572,N
,banyan-vip,banyan\-vip,573,N
,banyan-vip,banyan\-vip,573,N
,ftp-agent,"FTP\ Software\ Agent\ System",574,N
,ftp-agent,"FTP\ Software\ Agent\ System",574,N
,vemmi,VEMMI,575,N
,vemmi,VEMMI,575,N
,ipcd,ipcd,576,N
,ipcd,ipcd,576,N
,vnas,vnas,577,N
,vnas,vnas,577,N
,ipdd,ipdd,578,N
,ipdd,ipdd,578,N
,decbsrv,decbsrv,579,N
,decbsrv,decbsrv,579,N
,sntp-heartbeat,"SNTP\ HEARTBEAT",580,N
,sntp-heartbeat,"SNTP\ HEARTBEAT",580,N
,bdp,"Bundle\ Discovery\ Protocol",581,N
,bdp,"Bundle\ Discovery\ Protocol",581,N
,scc-security,"SCC\ Security",582,N
,scc-security,"SCC\ Security",582,N
,philips-vc,"Philips\ Video\-Conferencing",583,N
,philips-vc,"Philips\ Video\-Conferencing",583,N
,keyserver,"Key\ Server",584,N
,keyserver,"Key\ Server",584,N
,password-chg,"Password\ Change",586,N
,password-chg,"Password\ Change",586,N
,submission,Submission,587,N
,submission,Submission,587,N
,cal,CAL,588,N
,cal,CAL,588,N
,eyelink,EyeLink,589,N
,eyelink,EyeLink,589,N
,tns-cml,"TNS\ CML",590,N
,tns-cml,"TNS\ CML",590,N
,http-alt,"FileMaker\ Inc\ \-\ HTTP\ Alternate\ see\ Port\ 80",591,N
,http-alt,"FileMaker\ Inc\ \-\ HTTP\ Alternate\ see\ Port\ 80",591,N
,eudora-set,"Eudora\ Set",592,N
,eudora-set,"Eudora\ Set",592,N
,http-rpc-epmap,"HTTP\ RPC\ Ep\ Map",593,N
,http-rpc-epmap,"HTTP\ RPC\ Ep\ Map",593,N
,tpip,TPIP,594,N
,tpip,TPIP,594,N
,cab-protocol,"CAB\ Protocol",595,N
,cab-protocol,"CAB\ Protocol",595,N
,smsd,SMSD,596,N
,smsd,SMSD,596,N
,ptcnameservice,"PTC\ Name\ Service",597,N
,ptcnameservice,"PTC\ Name\ Service",597,N
,sco-websrvrmg3,"SCO\ Web\ Server\ Manager\ 3",598,N
,sco-websrvrmg3,"SCO\ Web\ Server\ Manager\ 3",598,N
,acp,"Aeolon\ Core\ Protocol",599,N
,acp,"Aeolon\ Core\ Protocol",599,N
,ipcserver,"Sun\ IPC\ server",600,N
,ipcserver,"Sun\ IPC\ server",600,N
,syslog-conn,"Reliable\ Syslog\ Service",601,N
,syslog-conn,"Reliable\ Syslog\ Service",601,N
,xmlrpc-beep,"XML\-RPC\ over\ BEEP",602,N
,xmlrpc-beep,"XML\-RPC\ over\ BEEP",602,N
,idxp,IDXP,603,N
,idxp,IDXP,603,N
,tunnel,TUNNEL,604,N
,tunnel,TUNNEL,604,N
,soap-beep,"SOAP\ over\ BEEP",605,N
,soap-beep,"SOAP\ over\ BEEP",605,N
,urm,"Cray\ Unified\ Resource\ Manager",606,N
,urm,"Cray\ Unified\ Resource\ Manager",606,N
,nqs,nqs,607,N
,nqs,nqs,607,N
,sift-uft,"Sender\-InitiatedUnsolicited\ File\ Transfer",608,N
,sift-uft,"Sender\-InitiatedUnsolicited\ File\ Transfer",608,N
,npmp-trap,npmp\-trap,609,N
,npmp-trap,npmp\-trap,609,N
,npmp-local,npmp\-local,610,N
,npmp-local,npmp\-local,610,N
,npmp-gui,npmp\-gui,611,N
,npmp-gui,npmp\-gui,611,N
,hmmp-ind,"HMMP\ Indication",612,N
,hmmp-ind,"HMMP\ Indication",612,N
,hmmp-op,"HMMP\ Operation",613,N
,hmmp-op,"HMMP\ Operation",613,N
,sshell,SSLshell,614,N
,sshell,SSLshell,614,N
,sco-inetmgr,"Internet\ Configuration\ Manager",615,N
,sco-inetmgr,"Internet\ Configuration\ Manager",615,N
,sco-sysmgr,"SCO\ System\ Administration\ Server",616,N
,sco-sysmgr,"SCO\ System\ Administration\ Server",616,N
,sco-dtmgr,"SCO\ Desktop\ Administration\ Server",617,N
,sco-dtmgr,"SCO\ Desktop\ Administration\ Server",617,N
,dei-icda,DEI\-ICDA,618,N
,dei-icda,DEI\-ICDA,618,N
,compaq-evm,"Compaq\ EVM",619,N
,compaq-evm,"Compaq\ EVM",619,N
,sco-websrvrmgr,"SCO\ WebServer\ Manager",620,N
,sco-websrvrmgr,"SCO\ WebServer\ Manager",620,N
,escp-ip,ESCP,621,N
,escp-ip,ESCP,621,N
,collaborator,Collaborator,622,N
,collaborator,Collaborator,622,N
,oob-ws-http,"DMTF\ out\-of\-band\ web\ services\ management\ protocol",623,N
,asf-rmcp,"ASF\ Remote\ Management\ and\ Control\ Protocol",623,N
,cryptoadmin,"Crypto\ Admin",624,N
,cryptoadmin,"Crypto\ Admin",624,N
,dec_dlm,"DEC\ DLM",625,N
,dec_dlm,"DEC\ DLM",625,N
,asia,ASIA,626,N
,asia,ASIA,626,N
,passgo-tivoli,"PassGo\ Tivoli",627,N
,passgo-tivoli,"PassGo\ Tivoli",627,N
,qmqp,QMQP,628,N
,qmqp,QMQP,628,N
,3com-amp3,"3Com\ AMP3",629,N
,3com-amp3,"3Com\ AMP3",629,N
,rda,RDA,630,N
,rda,RDA,630,N
,ipp,"IPP\ Internet\ Printing\ Protocol",631,N
,ipp,"IPP\ Internet\ Printing\ Protocol",631,N
,bmpp,bmpp,632,N
,bmpp,bmpp,632,N
,servstat,"Service\ Status\ update\ Sterling\ Software",633,N
,servstat,"Service\ Status\ update\ Sterling\ Software",633,N
,ginad,ginad,634,N
,ginad,ginad,634,N
,rlzdbase,"RLZ\ DBase",635,N
,rlzdbase,"RLZ\ DBase",635,N
,ldaps,"ldap\ protocol\ over\ TLSSSL\ was\ sldap",636,N
,ldaps,"ldap\ protocol\ over\ TLSSSL\ was\ sldap",636,N
,lanserver,lanserver,637,N
,lanserver,lanserver,637,N
,mcns-sec,mcns\-sec,638,N
,mcns-sec,mcns\-sec,638,N
,msdp,MSDP,639,N
,msdp,MSDP,639,N
,entrust-sps,entrust\-sps,640,N
,entrust-sps,entrust\-sps,640,N
,repcmd,repcmd,641,N
,repcmd,repcmd,641,N
,esro-emsdp,"ESRO\-EMSDP\ V13",642,N
,esro-emsdp,"ESRO\-EMSDP\ V13",642,N
,sanity,SANity,643,N
,sanity,SANity,643,N
,dwr,dwr,644,N
,dwr,dwr,644,N
,pssc,PSSC,645,N
,pssc,PSSC,645,N
,ldp,LDP,646,N
,ldp,LDP,646,N
,dhcp-failover,"DHCP\ Failover",647,N
,dhcp-failover,"DHCP\ Failover",647,N
,rrp,"Registry\ Registrar\ Protocol\ RRP",648,N
,rrp,"Registry\ Registrar\ Protocol\ RRP",648,N
,cadview-3d,"Cadview\-3d\ \-\ streaming\ 3d\ models\ over\ the\ internet",649,N
,cadview-3d,"Cadview\-3d\ \-\ streaming\ 3d\ models\ over\ the\ internet",649,N
,obex,OBEX,650,N
,obex,OBEX,650,N
,ieee-mms,"IEEE\ MMS",651,N
,ieee-mms,"IEEE\ MMS",651,N
,hello-port,HELLO_PORT,652,N
,hello-port,HELLO_PORT,652,N
,repscmd,RepCmd,653,N
,repscmd,RepCmd,653,N
,aodv,AODV,654,N
,aodv,AODV,654,N
,tinc,TINC,655,N
,tinc,TINC,655,N
,spmp,SPMP,656,N
,spmp,SPMP,656,N
,rmc,RMC,657,N
,rmc,RMC,657,N
,tenfold,TenFold,658,N
,tenfold,TenFold,658,N
,mac-srvr-admin,"MacOS\ Server\ Admin",660,N
,mac-srvr-admin,"MacOS\ Server\ Admin",660,N
,hap,HAP,661,N
,hap,HAP,661,N
,pftp,PFTP,662,N
,pftp,PFTP,662,N
,purenoise,PureNoise,663,N
,purenoise,PureNoise,663,N
,oob-ws-https,"DMTF\ out\-of\-band\ secure\ web\ services\ management\ protocol",664,N
,asf-secure-rmcp,"ASF\ Secure\ Remote\ Management\ and\ Control\ Protocol",664,N
,sun-dr,"Sun\ DR",665,N
,sun-dr,"Sun\ DR",665,N
,mdqs,,666,N
,mdqs,,666,N
,doom,"doom\ Id\ Software",666,N
,doom,"doom\ Id\ Software",666,N
,disclose,"campaign\ contribution\ disclosures\ \-\ SDR\ Technologies",667,N
,disclose,"campaign\ contribution\ disclosures\ \-\ SDR\ Technologies",667,N
,mecomm,MeComm,668,N
,mecomm,MeComm,668,N
,meregister,MeRegister,669,N
,meregister,MeRegister,669,N
,vacdsm-sws,VACDSM\-SWS,670,N
,vacdsm-sws,VACDSM\-SWS,670,N
,vacdsm-app,VACDSM\-APP,671,N
,vacdsm-app,VACDSM\-APP,671,N
,vpps-qua,VPPS\-QUA,672,N
,vpps-qua,VPPS\-QUA,672,N
,cimplex,CIMPLEX,673,N
,cimplex,CIMPLEX,673,N
,acap,ACAP,674,N
,acap,ACAP,674,N
,dctp,DCTP,675,N
,dctp,DCTP,675,N
,vpps-via,"VPPS\ Via",676,N
,vpps-via,"VPPS\ Via",676,N
,vpp,"Virtual\ Presence\ Protocol",677,N
,vpp,"Virtual\ Presence\ Protocol",677,N
,ggf-ncp,"GNU\ Generation\ Foundation\ NCP",678,N
,ggf-ncp,"GNU\ Generation\ Foundation\ NCP",678,N
,mrm,MRM,679,N
,mrm,MRM,679,N
,entrust-aaas,entrust\-aaas,680,N
,entrust-aaas,entrust\-aaas,680,N
,entrust-aams,entrust\-aams,681,N
,entrust-aams,entrust\-aams,681,N
,xfr,XFR,682,N
,xfr,XFR,682,N
,corba-iiop,"CORBA\ IIOP",683,N
,corba-iiop,"CORBA\ IIOP",683,N
,corba-iiop-ssl,"CORBA\ IIOP\ SSL",684,N
,corba-iiop-ssl,"CORBA\ IIOP\ SSL",684,N
,mdc-portmapper,"MDC\ Port\ Mapper",685,N
,mdc-portmapper,"MDC\ Port\ Mapper",685,N
,hcp-wismar,"Hardware\ Control\ Protocol\ Wismar",686,N
,hcp-wismar,"Hardware\ Control\ Protocol\ Wismar",686,N
,asipregistry,asipregistry,687,N
,asipregistry,asipregistry,687,N
,realm-rusd,"ApplianceWare\ managment\ protocol",688,N
,realm-rusd,"ApplianceWare\ managment\ protocol",688,N
,nmap,NMAP,689,N
,nmap,NMAP,689,N
,vatp,"Velazquez\ Application\ Transfer\ Protocol",690,N
,vatp,"Velazquez\ Application\ Transfer\ Protocol",690,N
,msexch-routing,"MS\ Exchange\ Routing",691,N
,msexch-routing,"MS\ Exchange\ Routing",691,N
,hyperwave-isp,Hyperwave\-ISP,692,N
,hyperwave-isp,Hyperwave\-ISP,692,N
,connendp,"almanid\ Connection\ Endpoint",693,N
,connendp,"almanid\ Connection\ Endpoint",693,N
,ha-cluster,ha\-cluster,694,N
,ha-cluster,ha\-cluster,694,N
,ieee-mms-ssl,IEEE\-MMS\-SSL,695,N
,ieee-mms-ssl,IEEE\-MMS\-SSL,695,N
,rushd,RUSHD,696,N
,rushd,RUSHD,696,N
,uuidgen,UUIDGEN,697,N
,uuidgen,UUIDGEN,697,N
,olsr,OLSR,698,N
,olsr,OLSR,698,N
,accessnetwork,"Access\ Network",699,N
,accessnetwork,"Access\ Network",699,N
,epp,"Extensible\ Provisioning\ Protocol",700,N
,epp,"Extensible\ Provisioning\ Protocol",700,N
,lmp,"Link\ Management\ Protocol\ LMP",701,N
,lmp,"Link\ Management\ Protocol\ LMP",701,N
,iris-beep,"IRIS\ over\ BEEP",702,N
,iris-beep,"IRIS\ over\ BEEP",702,N
,elcsd,"errlog\ copyserver\ daemon",704,N
,elcsd,"errlog\ copyserver\ daemon",704,N
,agentx,AgentX,705,N
,agentx,AgentX,705,N
,silc,SILC,706,N
,silc,SILC,706,N
,borland-dsj,"Borland\ DSJ",707,N
,borland-dsj,"Borland\ DSJ",707,N
,entrust-kmsh,"Entrust\ Key\ Management\ Service\ Handler",709,N
,entrust-kmsh,"Entrust\ Key\ Management\ Service\ Handler",709,N
,entrust-ash,"Entrust\ Administration\ Service\ Handler",710,N
,entrust-ash,"Entrust\ Administration\ Service\ Handler",710,N
,cisco-tdp,"Cisco\ TDP",711,N
,cisco-tdp,"Cisco\ TDP",711,N
,tbrpf,TBRPF,712,N
,tbrpf,TBRPF,712,N
,iris-xpc,"IRIS\ over\ XPC",713,N
,iris-xpc,"IRIS\ over\ XPC",713,N
,iris-xpcs,"IRIS\ over\ XPCS",714,N
,iris-xpcs,"IRIS\ over\ XPCS",714,N
,iris-lwz,IRIS\-LWZ,715,N
,iris-lwz,IRIS\-LWZ,715,N
,pana,"PANA\ Messages",716,N
,netviewdm1,"IBM\ NetView\ DM6000\ ServerClient",729,N
,netviewdm1,"IBM\ NetView\ DM6000\ ServerClient",729,N
,netviewdm2,"IBM\ NetView\ DM6000\ sendtcp",730,N
,netviewdm2,"IBM\ NetView\ DM6000\ sendtcp",730,N
,netviewdm3,"IBM\ NetView\ DM6000\ receivetcp",731,N
,netviewdm3,"IBM\ NetView\ DM6000\ receivetcp",731,N
,netgw,netGW,741,N
,netgw,netGW,741,N
,netrcs,"Network\ based\ Rev\ Cont\ Sys",742,N
,netrcs,"Network\ based\ Rev\ Cont\ Sys",742,N
,flexlm,"Flexible\ License\ Manager",744,N
,flexlm,"Flexible\ License\ Manager",744,N
,fujitsu-dev,"Fujitsu\ Device\ Control",747,N
,fujitsu-dev,"Fujitsu\ Device\ Control",747,N
,ris-cm,"Russell\ Info\ Sci\ Calendar\ Manager",748,N
,ris-cm,"Russell\ Info\ Sci\ Calendar\ Manager",748,N
,kerberos-adm,"kerberos\ administration",749,N
